Symbol,Change_2d,Change_5d,Change_10d,Change_30d,Change_60d,Change_180d,MTD Change,YTD Change
BOX,0.023885411,,0.041401311,0.105095579,-0.018471335,0.060191125,-0.039755386,-0.006329138
BP,0.007191981,,0.035647261,0.061387879,-0.035129867,-0.033728759,-0.034420273,0.097064881
BPMC,-0.012192339,,0.10038739,0.185050108,-0.003760276,0.012989965,-0.091229135,0.006191251
BPOP,-0.001830199,,0.148821807,0.160832824,0.058682281,0.116106174,-0.129542986,-0.070593234
BR,0.027040141,,0.065788889,0.070737394,-0.021517232,-0.067029049,-0.06172788,0.001061548
BRBR,-0.028231819,,0.088855802,0.121545318,0.055126284,-0.131500771,-0.081604747,-0.106716136
BRC,0.011536783,,0.032189178,0.057684135,0.00883069,0.055674369,-0.031185347,-0.046180104
BRFS,0.015772855,,-0.031545786,0.173501558,0.214510982,0.403785395,0.032573337,-0.221130235
BRKR,0.040386306,,0.036435465,0.122256355,0.334064902,0.439932963,-0.035154591,-0.222790819
BRO,0.014157326,,0.004916937,-0.076720884,-0.136948086,-0.128175899,-0.004892879,0.157883838
BROS,-0.02925043,,0.315605885,0.106531558,-0.049193937,-0.434768168,-0.239893944,0.148720827
BRX,0.019767451,,0.083720927,0.014728724,0.002325635,0.064154191,-0.077253216,-0.063478664
BRZE,-0.034523807,,0.100595274,0.268750089,0.268750089,0.045535794,-0.091400787,-0.197707793
BSAC,-0.007236537,,-0.021257404,-0.000452294,-0.175033954,-0.070104075,0.021719096,0.17232237
BSBR,0.011494297,,0.002298903,0.055172472,-0.091953992,0.269469344,-0.00229363,0.11253192
BSM,-0.022712101,,-0.000668018,-0.013710613,-0.022179457,-0.069476415,0.000668464,0.051401669
BSX,-0.01455192,,0.086578775,0.111599707,-0.006700161,-0.127826628,-0.079680164,0.069413311
BSY,-0.009152241,,0.057321798,0.115366109,0.104527941,0.190999373,-0.054214145,-0.110920776
BTE,-0.03940883,,0.113300504,0.261083733,0.344827615,0.489162584,-0.10176992,-0.213178282
BTG,-0.037037089,,-0.0148148,-0.040740789,-0.040740789,0.170370381,0.015037579,0.106557371
BTI,-0.010731674,,-0.050487797,0.031707298,-0.124390207,-0.082277158,0.053172352,0.128854635
BTU,-0.065894336,,-0.001448259,0.206429325,0.288587571,0.586242506,0.00145036,-0.337361149
BUD,-0.00079986,,-0.042713138,-0.194848773,-0.261718081,0.038233935,0.044618953,0.248452141
BUR,-0.031626512,,0.174698848,0.120481959,-0.057981892,-0.000919204,-0.148717987,0.041568607
BURL,-0.011553269,,0.059040945,0.081000756,0.219300881,0.178482015,-0.055749445,-0.174103716
BVN,-0.043286878,,-0.064563471,-0.021276593,-0.068231863,-0.007336785,0.069019617,0.183159685
BWA,0.020861854,,0.014363888,-0.000287668,0.057637089,0.093985192,-0.014160488,-0.076802723
BWXT,-0.005779207,,0.070184681,0.174146085,0.180527849,0.011130727,-0.06558184,-0.127826052
BX,0.00890398,,0.166642568,0.220573341,0.183262211,0.079641402,-0.142839438,-0.191983276
BXMT,0.005440189,,0.02769542,-0.078635025,-0.151829861,-0.097408921,-0.026949055,0.161401464
BXP,0.039652257,,0.08174471,0.084642414,0.039347291,0.190233607,-0.075567469,-0.118208726
BYD,-0.007034894,,0.141445965,0.162700242,0.063912654,-0.085151172,-0.123918231,-0.078990947
BZ,-0.047071734,,-0.124247422,-0.138478414,-0.292829789,-0.334428049,0.141875029,0.323913058
C,-0.001333279,,0.184444399,0.19600005,0.050503427,-0.158963352,-0.155722294,-0.034416568
CAAP,-0.023982169,,0.020635746,0.094255466,0.049637444,-0.047964339,-0.020218522,-0.03912109
CABO,0.027844593,,-0.066417918,0.000408339,0.247508627,0.188504217,0.071143094,-0.222619449
CACC,0.025006911,,0.044371887,0.067660708,-0.065815426,-0.082995747,-0.042486673,0.004281536
CACI,0.032239566,,-0.087452979,0.041314666,0.175232974,0.297868826,0.095833943,-0.091867533
CADE,-0.012219916,,0.125594056,0.191446014,0.13747452,0.068703464,-0.111580241,-0.144847651
CAE,0.011939028,,0.000411623,-0.009468977,-0.023054811,-0.267188202,-0.000411454,-0.042947135
CAG,0.034069704,,-0.043803752,-0.081617315,-0.042013086,0.169557944,0.04581042,-0.024230063
CAH,-0.001932817,,0.042763934,0.02440202,-0.020939023,-0.096642501,-0.041010177,0.054396983
CALM,-0.002966958,,0.031496088,0.2485451,0.147612116,-0.227687242,-0.030534375,-0.137007307
CALX,-0.065776922,,0.176358477,0.324118179,0.153797336,0.144899891,-0.149918992,-0.097505011
CAMT,-0.002997297,,0.175579703,0.400063115,0.412210088,0.279854836,-0.149355847,-0.215178878
CAR,0.122276145,,0.238595407,0.417620301,0.325599566,0.197052822,-0.192633854,-0.20865897
CARG,-0.028930821,,0.012264132,0.256603775,0.118239064,-0.084276681,-0.012115545,-0.129720897
CARR,0.021325232,,-0.012947425,0.008834757,0.013099781,0.158463509,0.01311726,-0.038236164
CART,0.007627588,,0.080746966,0.323513916,0.163335061,-0.027090972,-0.074714035,-0.082085897
CASY,0.007842416,,0.093739275,0.141163484,0.018199504,0.005238538,-0.08570532,-0.043082375
CAT,0.016010839,,0.012302509,0.069017315,0.029278445,0.008967913,-0.012152996,-0.059941566
CATY,0.020460934,,0.104186271,0.082298683,0.064089156,-0.018364824,-0.094355703,-0.100299169
CAVA,0.005374332,,0.187726487,0.757530201,0.438820143,0.531183588,-0.158055318,-0.29069149
CB,0.007774266,,-0.01795666,-0.082972221,-0.113484759,-0.009578971,0.018284997,0.052117355
CBOE,0.037222961,,-0.001704871,-0.006866816,-0.095756776,-0.007435155,0.001707783,0.080655119
CBRE,0.000715222,,0.128029885,0.143288552,-0.017166046,-0.056981627,-0.113498664,-0.041587263
CBSH,0.021655211,,0.087146077,0.115222941,0.021967393,-0.013486943,-0.080160412,-0.039711602
CBT,0.022934183,,0.016668681,0.015433583,0.019903169,0.227255492,-0.016395391,-0.068909504
CBU,0.005861489,,0.124156337,0.176198972,0.042273554,0.015920297,-0.110444013,-0.087224401
CBZ,0.003432573,,0.117991994,0.259582408,0.170051483,-0.031035444,-0.105539212,-0.145545685
CC,-0.015373356,,0.094436309,0.293882912,0.270122179,0.275718837,-0.086287624,-0.178199546
CCCS,-0.015217325,,0.107608673,0.181521751,0.206521806,0.183695714,-0.097154054,-0.21568626
CCEP,-0.029027297,,0.034664739,-0.035384485,-0.115869058,-0.038588519,-0.033503354,0.085405616
CCI,0.009116044,,-0.036156907,-0.081532309,-0.136228575,0.198062464,0.037513271,0.075694083
CCJ,-0.026120301,,0.055355893,0.206805683,0.179966504,-0.035428418,-0.052452346,-0.187974313
CCK,0.020125172,,0.002124271,-0.014423087,-0.119297915,0.018475605,-0.002119768,0.081630183
CCL,-0.001047144,,0.252879572,0.366492139,0.270680627,-0.096335085,-0.20183869,-0.233547339
CCOI,-0.004290048,,0.044902036,0.178035134,0.025740069,0.030091759,-0.042972484,-0.092643044
CCS,0.017062376,,-0.012796836,0.045804679,-0.021186784,0.460428687,0.012962718,-0.037542075
CCU,0.011896436,,-0.023792873,-0.123862807,-0.187543759,-0.264520626,0.024372771,0.261253315
CDE,-0.062157164,,-0.058500861,0.285192044,0.142596022,0.330895885,0.062135862,-0.043706295
CDNS,-0.001237965,,0.069370331,0.304717203,0.276414088,0.147150485,-0.064870259,-0.220362089
CDP,0.014205576,,0.010467315,0.076635485,0.093084104,0.103719194,-0.010358886,-0.135702768
CDW,0.020837045,,0.073170694,0.149826327,0.099228441,0.316752055,-0.068181785,-0.042704065
CE,-0.007141538,,-0.067203844,0.225270969,0.189766553,1.241187078,0.072045585,-0.210504645
CEG,-0.030539817,,0.19894972,0.540074585,0.460446063,-0.063632691,-0.165936667,-0.065887099
CELH,-0.021559482,,-0.076895415,-0.220984536,-0.038447707,0.210564093,0.08330087,0.056567948
CENT,-0.000271694,,-0.041032564,0.044836999,-0.044836895,0.042934833,0.042788277,-0.051546393
CENTA,-0.000307357,,-0.032277875,0.009837064,-0.082078029,0.01660009,0.033354487,-0.015733751
CEPU,-0.005977771,,0.016225412,0.161400541,0.290350095,-0.111016241,-0.015966352,-0.191856437
CERT,0.033945032,,0.099082565,0.284403715,-0.026605502,0.004587174,-0.090150247,0.023474179
CF,0.003514208,,0.05453592,0.125419676,0.14818681,0.017902414,-0.051715564,-0.093946406
CFG,-0.002505599,,0.146830384,0.186670027,0.075518485,-0.014115145,-0.128031474,-0.079989673
CFLT,-0.04313727,,0.244705873,0.233725454,0.083921545,-0.210980359,-0.196597348,-0.087982803
CFR,0.039888384,,0.124671724,0.129147795,0.080816355,-0.114221257,-0.110851657,-0.086076053
CG,-0.025322642,,0.213537875,0.245034438,0.216980112,-0.038116414,-0.175963091,-0.181060598
CGNX,0.045694787,,0.019583497,0.223652144,0.147057714,0.196839813,-0.01920735,-0.100732728
CGON,-0.00418246,,-0.016729986,0.074904992,0.148289036,0.323193926,0.017014641,-0.082984695
CHD,0.009002536,,-0.008824365,-0.070655373,-0.098477943,-0.077623358,0.008902927,0.074382893
CHDN,0.008839771,,0.091160236,0.127348085,0.168139985,0.289525621,-0.083544317,-0.186760492
CHE,-0.002907252,,0.00384292,-0.075834219,-0.128884936,-0.04140468,-0.003828209,0.130706532
CHH,0.08505357,,0.07566989,0.137902516,0.057878471,-0.06493261,-0.070346759,-0.059862198
CHKP,0.012950245,,-0.009577791,-0.033229909,-0.181617876,-0.122397596,0.009670412,0.191162309
CHRD,-0.004650294,,0.093507017,0.082696294,0.184202053,0.268028565,-0.085511127,-0.106003456
CHRW,0.035798005,,0.029861084,0.006754562,0.031279894,0.008230331,-0.028995254,-0.044971879
CHT,0.009290338,,0.003354866,-0.006451613,-0.050838741,0.016258092,-0.003343649,0.029216426
CHTR,0.049596746,,0.021637149,-0.034113537,-0.058954058,-0.044117183,-0.021178898,0.038218066
CHWY,-0.041265085,,0.12228908,0.137349321,0.093975869,-0.036747024,-0.108963976,-0.008659328
CHX,0.031885067,,0.044148503,0.0301331,-0.040644769,-0.004344932,-0.042281824,0.053315955
CI,0.027715726,,-0.033126555,-0.083309428,-0.12660518,0.137004794,0.034261521,0.156774339
CIB,-0.021271387,,0.008460292,-0.037224973,-0.218032407,-0.250785554,-0.008389316,0.312916491
CIEN,0.024706771,,0.244253303,0.409069578,0.286161048,-0.121657584,-0.196305127,-0.24596153
CIG,-0.010471194,,-0.026177986,-0.010471194,-0.099476409,0.088854924,0.026881695,0.079096038
CIGI,0.005487291,,0.050122873,0.106715861,0.07174449,0.199556533,-0.047730484,-0.102007815
CINF,-0.011917492,,0.054806197,-0.032184469,-0.03246987,-0.041937876,-0.051958547,-0.024843369
CIVI,-0.028787902,,0.161818186,0.531515179,0.555151506,0.588098699,-0.139280129,-0.280575523
CL,0.036131792,,-0.031137092,-0.086503714,-0.087426782,0.111700824,0.032137769,0.040958073
CLBT,-0.026117172,,0.077190944,0.477655239,0.25188626,0.016250766,-0.071659481,-0.217884748
CLDX,-0.045853685,,0.003414619,0.050243936,0.187804897,1.154146334,-0.003402999,-0.188761392
CLF,-0.02993353,,0.201773792,0.312638531,0.097560878,0.320399029,-0.167896648,-0.040425444
CLH,-0.020767217,,0.111487002,0.22692963,0.195596736,0.269817285,-0.100304368,-0.165160314
CLS,-0.062824749,,0.236286033,0.503984308,0.196904998,-0.470262145,-0.191125699,-0.061863559
CLSK,-0.03389833,,-0.032687706,0.353510895,0.221549621,0.135593203,0.033792299,-0.10314873
CLVT,0.063882,,0.054054,0.206388118,0.245700235,0.614250588,-0.051282003,-0.198818852
CLX,-0.002492725,,0.053628021,-0.008690921,0.05345809,0.103102974,-0.050898438,-0.079034187
CM,0.005421999,,0.094885231,0.109524622,0.121453049,0.098689242,-0.086662262,-0.124940657
CMA,-0.015095675,,0.12919081,0.160610871,0.056871999,-0.001651361,-0.114410079,-0.078900523
CMC,-0.036772849,,0.079563178,0.132159582,0.041374206,0.133109983,-0.073699418,-0.09219677
CMCSA,0.004450622,,-0.00194714,-0.041168276,0.011404724,0.082855966,0.001950939,-0.034045715
CME,0.00710366,,-0.030367704,-0.076065795,-0.12424749,-0.194889949,0.031318783,0.126976604
CMG,-0.003001155,,0.079831967,0.15646258,0.130452191,0.122849129,-0.073929991,-0.171144276
CMI,0.014693371,,0.117729203,0.129719721,0.072251804,-0.091633894,-0.105328914,-0.050582205
CMPR,0.01123848,,0.080692291,0.250618056,0.5363002,0.856596884,-0.074667222,-0.37967093
CMS,0.026775808,,0.013457286,-0.047697369,-0.103998658,-0.04246719,-0.013278592,0.089947079
CNA,0.005433692,,0.023406537,-0.01543346,-0.089489373,-0.011683736,-0.022871201,0.041293052
CNC,0.014854003,,-0.007000168,0.005805022,0.055659931,0.286494773,0.007049516,-0.033179301
CNI,0.028179368,,0.061806009,0.073748177,0.047035386,0.244186023,-0.058208381,-0.059600068
CNK,0.008312584,,0.060929564,0.287946151,0.249419531,0.191008365,-0.057430357,-0.220813144
CNM,0.003007506,,0.095810938,0.175080594,0.086143979,-0.122878571,-0.087433821,-0.08564134
CNMD,0.010980144,,-0.04456648,0.087033737,0.111254632,0.210804864,0.046645297,-0.095119841
CNO,-0.007964994,,0.06684581,0.053283149,-0.079016871,-0.157761753,-0.062657424,0.05019647
CNP,-0.002895988,,-0.004343983,-0.068316336,-0.102844485,-0.20170381,0.004362935,0.09531313
CNQ,-0.012182401,,-0.016011107,0.068917493,0.139575433,0.099066548,0.016271633,-0.069323007
CNS,0.061107701,,0.080024896,0.072981261,0.060006067,0.125401137,-0.074095418,-0.123629375
CNX,0.026510099,,-0.03020133,0.028187925,0.006711435,-0.082550307,0.031141856,-0.187346585
CNXC,0.035245197,,-0.011383548,0.036339751,-0.00470265,0.460170235,0.011514625,0.062310133
COF,-0.009250295,,0.212515178,0.19830716,0.056649041,-0.164997241,-0.175268056,-0.06969295
COHR,-0.0552046,,0.131016827,0.408844749,0.351835111,0.172984347,-0.115839856,-0.298215972
COIN,-0.065000817,,0.124836937,0.461839416,0.349992151,-0.149407893,-0.110982252,-0.227990334
COKE,-0.058242331,,0.087148624,0.075871504,-0.039661426,-0.008884728,-0.080162566,0.036514332
COLB,0.025952317,,0.118878201,0.131028946,0.083954399,-0.005134592,-0.106247669,-0.103410347
COLD,0.025375892,,0.077537574,0.013627773,-0.018327128,0.339188601,-0.071958116,-0.005607427
COLM,0.058618994,,0.074649914,-0.034745488,0.021808491,0.019309039,-0.069464403,-0.037201147
COO,-0.014068856,,0.115389345,0.155497947,0.114525471,0.364062698,-0.103452077,-0.118568492
COOP,0.013303766,,0.132533777,0.073876252,-0.078814751,-0.04726872,-0.117024127,0.033434007
COP,-0.026307536,,0.039199221,0.034265104,0.05963298,0.0685925,-0.037720603,-0.030107465
COR,0.003414218,,-0.027352667,-0.05694624,-0.095949897,-0.083900565,0.028121876,0.162798866
CORT,0.017683208,,0.093107251,0.218693669,-0.100505231,-0.312342081,-0.085176684,0.09982137
COST,0.004212816,,0.126943864,0.141248219,0.005820475,-0.017963814,-0.112644355,0.016641483
COTY,0.057996471,,0,0.189806663,0.172231988,0.601054405,0,-0.182471261
COUR,-0.004267455,,0.126600262,0.143669946,0.18349921,0.125177754,-0.112373719,-0.172941152
CP,0.016691767,,0.06608294,0.068819355,0.021890904,0.17906646,-0.061986678,0.009948785
CPA,-0.02169537,,-0.017038847,-0.043284966,-0.075881028,-0.0585247,0.017334202,0.075216213
CPAY,0.0000924,,0.130567312,0.155516509,0.073091883,-0.053070938,-0.115488314,-0.040659563
CPB,0.052052099,,0.00250256,-0.064314308,-0.055555492,0.256830418,-0.002496313,-0.036876417
CPK,0.004129003,,-0.011140545,-0.047055164,-0.092006836,-0.05502151,0.011266055,0.057766809
CPNG,-0.0031847,,0.078253014,0.080982744,-0.029117352,0.089626991,-0.072573889,0
CPRI,-0.023613917,,0.128336759,0.128336759,0.217145772,0.962012429,-0.113739766,-0.07502374
CPRT,-0.001701005,,0.035721024,0.108108131,0.051597043,-0.050652057,-0.03448904,-0.078062373
CPT,0.012865167,,0.029714426,-0.009462209,-0.093957498,0.024837769,-0.028856959,0.038262689
CQP,0.015466394,,0.090865143,0.024005183,-0.107627686,-0.23642814,-0.083296403,0.184106881
CR,-0.011081054,,0.050058009,0.116167927,-0.032890348,-0.017338809,-0.047671661,0.024333166
CRBG,-0.022435921,,0.111538444,0.061217942,-0.036538502,-0.135381218,-0.100346007,0.042432357
CRC,-0.031934795,,0.03036659,0.121580088,0.217642965,0.145423457,-0.029471637,-0.165446571
CRDO,-0.090175272,,0.272601465,0.777675294,0.702029567,-0.342481554,-0.21420804,-0.35485789
CRGY,-0.019980974,,0.200761143,0.429115141,0.509038945,0.003540391,-0.167194903,-0.280629673
CRH,-0.009088034,,0.08337736,0.07862203,-0.030117284,-0.075451755,-0.07696059,0.022805887
CRI,0.059277086,,-0.024698648,0.233837725,0.223439596,0.653946842,0.02532412,-0.21913405
CRK,-0.038105647,,-0.021230336,0.006532331,0.082199143,-0.454545455,0.02169084,0.008232795
CRL,0.050951149,,-0.007921787,-0.040448931,0.11696567,0.191922192,0.007985042,-0.097345616
CRM,-0.014979224,,0.07507677,0.181014353,0.147265909,-0.083626374,-0.069833869,-0.171327733
CRNX,-0.014886116,,0.044366624,0.066258043,0.184763635,0.57034448,-0.042481848,-0.329943329
CROX,0.028275008,,0.012713588,-0.076891757,0.119202617,0.309703058,-0.012553982,-0.102346382
CRS,-0.044454321,,0.147774531,0.055263018,0.029729053,-0.2124178,-0.128748745,0.064116355
CRSP,0.022893586,,0.036582471,-0.069860731,-0.06325231,0.155062541,-0.035291423,0.076473533
CRTO,0.0126003,,0.111397578,0.264032122,0.058705703,0.245704533,-0.100231978,-0.117290269
CRUS,0.029275918,,0.023774419,0.025542769,-0.006385711,0.308281727,-0.023222322,0.022193202
CRVL,-0.012056125,,0.038617298,0.105679584,-0.00150698,-0.00496058,-0.037181451,-0.045748732
CRWD,-0.063351068,,0.181683104,0.300743028,0.057892332,-0.214162229,-0.153749431,-0.036269592
CSAN,0.018633572,,-0.004140783,0.07453419,0.093167763,0.94202904,0.004158,-0.112132376
CSCO,0.022910883,,0.056700223,0.035272841,-0.031811382,-0.190904949,-0.053657813,0.031814552
CSGP,0.039547298,,-0.008065601,0.001300878,-0.09106283,0.026017951,0.008131184,0.073753411
CSL,0.01484955,,0.030576186,0.069345371,0.113166362,0.23768399,-0.029669021,-0.10102842
CSTM,-0.036317593,,-0.038851354,-0.184966259,-0.125844574,0.399493199,0.040421796,0.152872407
CSWI,-0.005711153,,0.040556135,0.110959966,0.230062345,0.142924058,-0.038975441,-0.16560279
CSX,0.038279104,,0.08434952,0.116045234,0.072186102,0.127179963,-0.077788129,-0.081488236
CTAS,0.020604411,,0.055657319,0.035733793,-0.038758613,0.053133983,-0.052722903,0.077902841
CTRA,-0.004836278,,0.004092285,0.059151793,0.033110168,-0.159478902,-0.004075606,0.052466648
CTRE,-0.009973158,,-0.007671609,0.001534366,0.000383591,0.168156525,0.007730918,-0.036229189
CTSH,0.018552186,,0.010428042,0.050840057,-0.089819722,-0.070621901,-0.01032042,0.076109705
CTVA,0.004502259,,0.047357013,0.03455192,-0.050593686,-0.060815764,-0.045215731,0.05569376
CUBE,0.015676957,,-0.019477428,0.002612841,-0.044418028,0.255090084,0.019864334,-0.005433488
CUZ,0.001772462,,0.075150688,0.082594892,0.010634568,0.021154667,-0.069897819,-0.069683108
CVBF,0.026415186,,0.087331585,0.087870681,0.056064742,-0.064748474,-0.080317344,-0.133582468
CVCO,0.017446118,,0.043446312,0.051005619,-0.14199607,-0.149515613,-0.041637324,0.126526657
CVE,-0.036293457,,0.068725896,0.173745176,0.189189177,0.250965328,-0.064306382,-0.145214513
CVI,0.012249512,,0.025612529,0.072939947,0.055122591,0.233296255,-0.024972909,-0.041622236
CVLT,-0.022836468,,0.122474505,0.180059238,0.01335965,-0.027245801,-0.109111168,0.00689148
CVNA,-0.003541985,,0.353501361,0.555045846,0.121007991,-0.176053926,-0.261175475,-0.153127455
CVS,0.003847337,,0.011388086,-0.164512187,-0.27042944,-0.12863337,-0.011259858,0.46593527
CVX,0.022650607,,0.029465169,-0.000122007,-0.017003825,-0.106547108,-0.028621822,0.075593858
CW,-0.019997431,,0.034143502,0.135062944,0.125835851,-0.004714997,-0.033016213,-0.123509982
CWAN,0.00217863,,0.129266498,0.020334039,-0.018518526,-0.128177217,-0.114469435,0.000726761
CWEN,-0.005557546,,-0.04171588,-0.104643874,-0.147735906,-0.017066497,0.043531849,0.124606294
CWK,-0.004480304,,0.065412232,0.185483846,0.057347702,0.201612906,-0.061396171,-0.146788998
CWST,0.015189683,,0.043891522,0.011275735,-0.003541117,0.006989097,-0.042046056,0.014176354
CWT,0.016445262,,-0.041745721,-0.07758803,-0.123859351,0.14398596,0.043564346,0.054501313
CX,-0.015024988,,0.035058438,0.10851421,-0.070116797,0.003338975,-0.033870975,0.062056722
CXM,0.013613819,,0.04826737,0.110148558,0.022277266,-0.017326716,-0.046044903,-0.04378697
CXT,0.015578113,,0.047672691,0.150961708,0.157136606,0.087929633,-0.04550342,-0.082063542
CYBR,-0.054842193,,0.099410765,0.178335056,0.038797389,-0.179543772,-0.090421859,-0.006603577
CYTK,-0.024549552,,0.036036,-0.049324378,0.04999994,0.258558539,-0.034782576,-0.056122435
CZR,-0.02083333,,0.193247164,0.277658028,0.128951154,0.396192483,-0.161950658,-0.166965838
D,0.025389945,,0.026840761,-0.008780514,-0.043189236,0.030632213,-0.026139166,0.036018482
DAL,0.078191977,,0.287917706,0.414504937,0.430746166,-0.037327483,-0.223552875,-0.226549438
DAN,-0.02803734,,0.069015101,0.14972447,-0.182338829,-0.304563129,-0.064559519,0.211362867
DAR,-0.013294418,,0.170233462,0.284046637,0.177042771,0.141699057,-0.145469659,-0.084594793
DASH,-0.03194903,,0.080063175,0.048440698,-0.074076095,-0.285092205,-0.074128233,0.095260779
DAVA,0.013494691,,0.113075865,0.548627228,0.451838115,0.556537977,-0.101588641,-0.304530743
DAY,0.01842885,,0.153946394,0.224125105,0.308451216,0.105919555,-0.133408618,-0.260462532
DB,0.00215793,,-0.072507566,-0.173931837,-0.245576198,-0.300388475,0.078175911,0.358944347
DBRG,-0.008733616,,0.241266384,0.153930117,0.158296925,0.537946868,-0.194371157,-0.187943257
DBX,0.012658215,,0.027689827,0.265031593,0.163370216,-0.027294324,-0.026943759,-0.158455396
DCI,0.012137032,,-0.001733893,0.013836201,-0.042727917,0.013951838,0.001736905,0.031606308
DD,0.006682418,,0.066037748,-0.005796221,-0.052208171,0.056667148,-0.061946913,0.005962011
DDOG,-0.003040384,,0.143095372,0.442722709,0.377206742,0.071596735,-0.125182356,-0.286444121
DDS,0.028278705,,0.063087422,0.33775955,0.219754078,-0.098758552,-0.059343588,-0.152267549
DE,0.027928494,,0.011125149,-0.01160881,-0.140757082,-0.176042912,-0.011002742,0.122256281
DECK,0.004812095,,0.156226682,0.34115984,0.721563114,0.292997617,-0.135117693,-0.406519272
DEI,0.055939623,,0.087366399,0.081709569,0.015713388,0.033779013,-0.080346789,-0.142780156
DELL,-0.013432384,,0.122201621,0.22649337,0.248358164,0.238843291,-0.108894533,-0.202214885
DEO,0.016213776,,-0.014311611,-0.032222098,0.054954652,0.178804602,0.014519407,-0.11845219
DFH,-0.005368075,,-0.083205525,-0.170628864,-0.170628864,0.315950912,0.090757009,0.120756313
DFS,-0.004943898,,0.237180688,0.234309498,0.071532934,-0.173813628,-0.191710629,-0.08609799
DG,0.052899335,,-0.056714129,-0.057222788,-0.092573739,0.061828947,0.06012401,0.045324427
DGX,0.029556952,,0.028248589,-0.01760328,-0.101689874,-0.090866069,-0.027472528,0.120063724
DHI,0.010714541,,-0.043160049,-0.017505411,0.027080465,0.462037588,0.045106863,-0.049345979
DHR,-0.001848183,,0.01045666,-0.01026215,0.143281001,0.330979913,-0.01034845,-0.104291013
DHT,0.00294115,,0.013725524,0.107843177,0.050000023,0.073529413,-0.013539685,0.097954774
DINO,0.010883488,,0.110850109,0.186439606,0.130062556,0.40647474,-0.099788539,-0.094138187
DIOD,0.019788952,,0.085752013,0.171943707,0.3759895,0.366534788,-0.078979373,-0.262526335
DIS,0.052911136,,0.162410636,0.116241032,0.109805923,-0.079156876,-0.139718815,-0.120790275
DJT,0.017884537,,0.231476789,0.594787919,0.804292382,-0.081757813,-0.18796683,-0.42609969
DK,-0.018142235,,0.16436854,0.390098964,0.347953202,0.366762733,-0.141165391,-0.243297157
DKL,-0.008569992,,0.053379047,0.032321246,0.007262029,-0.025443863,-0.050674112,-0.0086191
DKNG,-0.036730424,,0.13450597,0.108122098,0.021469266,-0.022245231,-0.118559067,0.039247286
DKS,0.060561909,,0.131326354,0.189375245,0.155048529,0.079345626,-0.11608176,-0.13052786
DLB,0.002444745,,-0.002444652,0.028969598,-0.070140726,-0.13058146,0.002450643,0.051609581
DLO,0.009324001,,0.113636409,0.517482584,0.309440531,-0.003496472,-0.102040853,-0.238010679
DLR,-0.009387046,,0.063329115,0.131827805,0.179103481,0.074034763,-0.059557398,-0.170980697
DLTR,0.026640279,,0.109149001,0.124372018,0.109757936,0.061044213,-0.09840788,-0.123432075
DNA,0.001440886,,0.187319842,0.948126851,0.409221852,-0.089337159,-0.15776696,-0.293278995
DNB,0.043478189,,0.120210349,0.358579284,0.400571754,0.42700725,-0.107310514,-0.350185105
DNLI,-0.005984053,,0.101063797,0.38829782,0.269946837,1.045877695,-0.091787413,-0.262021561
DNN,-0.044117692,,0.095588231,0.323529363,0.433823549,0.154411791,-0.087248318,-0.244444416
DNUT,0.091581844,,0.148936133,0.559666971,0.706264087,1.158593827,-0.129629601,-0.453468133
DOC,0.017224428,,0.006889734,-0.050656721,-0.047264513,0.079305342,-0.00684259,0.018022582
DOCN,0.018748285,,0.181417092,0.266335807,-0.062034739,0.111938277,-0.153558886,0.064572961
DOCS,-0.020256037,,0.142440464,0.347269496,-0.155728419,-0.362826118,-0.124680864,0.155834422
DOCU,-0.020628923,,0.046163499,0.142893089,0.137358468,-0.287672943,-0.044126467,-0.116077409
DOOO,0.047667878,,0.016145594,0.078165023,0.306765789,0.596291923,-0.015889055,-0.232946702
DORM,-0.011684852,,0.037896754,-0.00331601,-0.038765226,-0.090162683,-0.036513029,-0.022307984
DOV,-0.016761624,,0.099574042,0.123010215,0.013214126,0.018502495,-0.090556923,-0.033875283
DOW,0.019907374,,0.039269226,0.03265483,0.030780666,0.321637459,-0.037785422,-0.069266624
DOX,0.019146266,,-0.017344306,-0.033674939,-0.074107464,-0.036657096,0.01765044,0.042870584
DPZ,0.021994615,,0.137379214,0.103075077,-0.065565801,-0.068161099,-0.120785761,0.025728958
DQ,-0.016216175,,0.094594595,0.201621597,0.037837879,-0.124864836,-0.086419753,-0.048353936
DRH,0.053097356,,0.040455082,0.083438668,0.10493046,0.046552329,-0.038882104,-0.124030999
DRI,0.032367099,,0.058450855,0.031258241,-0.049474603,-0.167723894,-0.055223022,0.022251848
DRS,-0.019936742,,-0.036392393,0.102531637,0.046202562,-0.111708881,0.037766817,-0.021974651
DRVN,-0.016912704,,0.078105808,0.004920044,-0.063345675,-0.130381295,-0.072447257,0.007434997
DSGX,-0.015522842,,0.138582516,0.251021265,0.137357075,0.003370117,-0.121714952,-0.138028174
DT,-0.01257357,,0.161022073,0.241330306,0.027986153,0.029000208,-0.138689932,-0.09273224
DTE,-0.000151513,,0.012648627,-0.063015979,-0.098538228,-0.062279795,-0.012490637,0.093416139
DTM,-0.032814288,,0.068854224,0.129922137,0.151167921,-0.160073775,-0.064418723,-0.095846311
DUK,0.006796967,,-0.001784189,-0.026849052,-0.108758675,-0.021777871,0.001787378,0.10255599
DUOL,0.008257208,,0.135171522,0.460296122,0.159179401,-0.167982275,-0.119075857,-0.152114257
